species	head	statement	verdict	organ
composed	Algebra.norm	Algebra.norm ~> Algebra.intNorm   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = Algebra.intNorm x1 x3 x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> Algebra.intTrace   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = Algebra.intTrace x1 x3 x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> Algebra.trace   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = Algebra.trace x1 x3 x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> B.form   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = B.form x3 x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> C   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x0 x1 = C ]	unreached	
composed	Algebra.norm	Algebra.norm ~> CC   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x0 x1 x2 = CC x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> DirectSum.of   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = DirectSum.of x3 x4 x5]	unreached	
composed	Algebra.norm	Algebra.norm ~> HahnSeries.C   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x0 x1 x2 = HahnSeries.C x2]	unreached	
composed	Algebra.norm	Algebra.norm ~> Ideal.Quotient.mk   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = Ideal.Quotient.mk x3 x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> Int.castRingHom   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = Int.castRingHom x1]	unreached	
composed	Algebra.norm	Algebra.norm ~> MvPolynomial.map   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = MvPolynomial.map x2]	unreached	
composed	Algebra.norm	Algebra.norm ~> P.coxeterWeight   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = P.coxeterWeight x3 x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> P.pairing   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = P.pairing x3 x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> P.pairingIn   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = P.pairingIn x1 x3 x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> P.toLinearMap   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = P.toLinearMap x3 x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> PUnit.unit   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = PUnit.unit ]	unreached	
composed	Algebra.norm	Algebra.norm ~> Quotient.mk   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = Quotient.mk x2]	unreached	
composed	Algebra.norm	Algebra.norm ~> RingHom.id   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x0 = RingHom.id x1]	unreached	
composed	Algebra.norm	Algebra.norm ~> Subfield.subtype   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = Subfield.subtype x0]	unreached	
composed	Algebra.norm	Algebra.norm ~> T   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x0 x2 x3 = T x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> ULift.up   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = ULift.up x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> W.Δ   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 x3 = W.Δ ]	unreached	
composed	Algebra.norm	Algebra.norm ~> WithAbs.equiv   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = WithAbs.equiv x3 x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> X   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 x3 = X ]	unreached	
composed	Algebra.norm	Algebra.norm ~> aeval   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = aeval x3 x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> diagonal   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = diagonal x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> exp   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = exp x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> fromZeroRingHom   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = fromZeroRingHom x2 x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> h.map   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = h.map x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> includeLeftRingHom.comp   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = includeLeftRingHom.comp x2]	unreached	
composed	Algebra.norm	Algebra.norm ~> inl   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = inl x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> inlRingHom   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = inlRingHom x0 x2]	unreached	
composed	Algebra.norm	Algebra.norm ~> map   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = map x1 x2 x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> mapRangeRingHom   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 x1 = mapRangeRingHom x3 x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> mapRingHom   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 x1 = mapRingHom x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> mk   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x0 x1 = mk x2 x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> normalizedTrace   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = normalizedTrace x1 x3 x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> of   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = of x2]	unreached	
composed	Algebra.norm	Algebra.norm ~> ofPowerSeries   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x0 x2 x3 = ofPowerSeries x4 x0 x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> op   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = op x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> p   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = p x3 x4]	unreached	
composed	Algebra.norm	Algebra.norm ~> residue   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = residue x0]	unreached	
composed	Algebra.norm	Algebra.norm ~> star   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = star x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> toLaurent   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x0 x2 x3 = toLaurent x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> toOpen   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = toOpen x0 x3 x2]	unreached	
composed	Algebra.norm	Algebra.norm ~> toStalk   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = toStalk x0 x3 x2]	unreached	
composed	Algebra.norm	Algebra.norm ~> y.val   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = y.val ]	unreached	
composed	Algebra.norm	Algebra.norm ~> η   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = η x3 x2]	unreached	
composed	Algebra.norm	Algebra.norm ~> χ   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = χ x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> ϕ   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = ϕ x3]	unreached	
composed	Algebra.trace	Algebra.trace ~> PreTilt.coeff   via Ideal.Quotient.mk   [Algebra.trace x0 x1 x2 = Ideal.Quotient.mk x3 x4 then Ideal.Quotient.mk x0 x1 = PreTilt.coeff x2 x3]	unreached	
composed	Algebra.trace	Algebra.trace ~> coeff   via Ideal.Quotient.mk   [Algebra.trace x0 x1 x2 = Ideal.Quotient.mk x3 x4 then Ideal.Quotient.mk x0 x1 = coeff x2 x3]	unreached	
composed	Algebra.trace	Algebra.trace ~> eval   via Ideal.Quotient.mk   [Algebra.trace x0 x1 x2 = Ideal.Quotient.mk x3 x4 then Ideal.Quotient.mk x0 x1 = eval x2 x3 x4 x5]	unreached	
composed	Algebra.trace	Algebra.trace ~> evalOneₐ   via Ideal.Quotient.mk   [Algebra.trace x0 x1 x2 = Ideal.Quotient.mk x3 x4 then Ideal.Quotient.mk x0 x1 = evalOneₐ x0 x2]	unreached	
composed	Algebra.trace	Algebra.trace ~> evalₐ   via Ideal.Quotient.mk   [Algebra.trace x0 x1 x2 = Ideal.Quotient.mk x3 x4 then Ideal.Quotient.mk x0 x1 = evalₐ x2 x3 x4]	unreached	
composed	Algebra.trace	Algebra.trace ~> fontaineThetaModPPow   via Ideal.Quotient.mk   [Algebra.trace x0 x1 x2 = Ideal.Quotient.mk x3 x4 then Ideal.Quotient.mk x0 x1 = fontaineThetaModPPow x2 x3 x4 x5]	unreached	
composed	Algebra.trace	Algebra.trace ~> of   via Ideal.Quotient.mk   [Algebra.trace x0 x1 x2 = Ideal.Quotient.mk x3 x4 then Ideal.Quotient.mk x0 x1 = of x2 x3 x4 x5]	unreached	
composed	Algebra.trace	Algebra.trace ~> .id   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x0 = .id x1]	unreached	
composed	Algebra.trace	Algebra.trace ~> Algebra.intNorm   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 x2 = Algebra.intNorm x1 x3 x4]	unreached	
composed	Algebra.trace	Algebra.trace ~> Algebra.intTrace   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 x2 = Algebra.intTrace x1 x3 x4]	unreached	
composed	Algebra.trace	Algebra.trace ~> Algebra.norm   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 x2 = Algebra.norm x1 x3]	unreached	
composed	Algebra.trace	Algebra.trace ~> B.form   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 x2 = B.form x3 x3]	unreached	
composed	Algebra.trace	Algebra.trace ~> C   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x0 x1 = C ]	unreached	
composed	Algebra.trace	Algebra.trace ~> CC   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x0 x1 x2 = CC x3]	unreached	
composed	Algebra.trace	Algebra.trace ~> DirectSum.of   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 x2 = DirectSum.of x3 x4 x5]	unreached	
composed	Algebra.trace	Algebra.trace ~> HahnSeries.C   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x0 x1 x2 = HahnSeries.C x2]	unreached	
composed	Algebra.trace	Algebra.trace ~> Int.castRingHom   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 = Int.castRingHom x1]	unreached	
composed	Algebra.trace	Algebra.trace ~> MvPolynomial.map   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 = MvPolynomial.map x2]	unreached	
composed	Algebra.trace	Algebra.trace ~> P.coxeterWeight   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 x2 = P.coxeterWeight x3 x4]	unreached	
composed	Algebra.trace	Algebra.trace ~> P.pairing   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 x2 = P.pairing x3 x4]	unreached	
composed	Algebra.trace	Algebra.trace ~> P.pairingIn   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 x2 = P.pairingIn x1 x3 x4]	unreached	
composed	Algebra.trace	Algebra.trace ~> P.toLinearMap   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 x2 = P.toLinearMap x3 x4]	unreached	
composed	Algebra.trace	Algebra.trace ~> PUnit.unit   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 x2 = PUnit.unit ]	unreached	
composed	Algebra.trace	Algebra.trace ~> Quotient.mk   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 = Quotient.mk x2]	unreached	
composed	Algebra.trace	Algebra.trace ~> RingHom.id   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x0 = RingHom.id x1]	unreached	
composed	Algebra.trace	Algebra.trace ~> Subfield.subtype   via algebraMap   [Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4 then algebraMap x0 x1 = Subfield.subtype x0]	unreached	
